company_id,year,Debt to Equity,Interest Coverage,Debt Ratio
TORNTPHARM,Mar 2021,0.83,7.03,1.0
TORNTPHARM,Mar 2022,0.68,9.53,1.0
TORNTPHARM,Mar 2023,0.87,8.53,1.0
TORNTPHARM,Mar 2024,0.59,9.51,1.0
TITAN,Mar 2013,0.0,19.88,1.0
TITAN,Mar 2014,0.32,12.03,1.0
TITAN,Mar 2015,0.03,14.23,1.0
TITAN,Mar 2016,0.03,22.36,1.0
TITAN,Mar 2017,0.44,30.63,1.0
TITAN,Mar 2018,0.33,31.02,1.0
TITAN,Mar 2019,0.39,37.62,1.0
TITAN,Mar 2020,0.53,14.84,1.0
TITAN,Mar 2021,0.75,8.5,1.0
TITAN,Mar 2022,0.78,15.34,1.0
TITAN,Mar 2023,0.79,16.27,1.0
TITAN,Mar 2024,1.65,8.55,1.0
TECHM,Mar 2013,0.25,13.81,1.0
TECHM,Mar 2014,0.04,52.15,1.0
TECHM,Mar 2015,0.06,60.77,1.0
TECHM,Mar 2016,0.07,43.92,1.0
TECHM,Mar 2017,0.08,32.43,1.0
TECHM,Mar 2018,0.13,29.07,1.0
TECHM,Mar 2019,0.1,47.15,1.0
TECHM,Mar 2020,0.17,28.66,1.0
TECHM,Mar 2021,0.12,39.06,1.0
TECHM,Mar 2022,0.1,49.2,1.0
TECHM,Mar 2023,0.1,23.81,1.0
TECHM,Mar 2024,0.1,11.49,1.0
TATACONSUM,Mar 2013,0.29,9.17,1.0
TATACONSUM,Mar 2014,0.25,8.64,1.0
TATACONSUM,Mar 2015,0.24,9.66,1.0
TATACONSUM,Mar 2016,0.22,3.13,1.0
TATACONSUM,Mar 2017,0.13,18.4,1.0
TATACONSUM,Mar 2018,0.15,16.13,1.0
TATACONSUM,Mar 2019,0.16,10.08,1.0
TATACONSUM,Mar 2020,0.11,18.72,1.0
TATACONSUM,Mar 2021,0.11,21.15,1.0
TATACONSUM,Mar 2022,0.09,19.76,1.0
TATACONSUM,Mar 2023,0.1,14.28,1.0
TATACONSUM,Mar 2024,0.22,26.25,1.0
TCS,Mar 2013,0.01,375.83,1.0
TCS,Mar 2014,0.01,644.95,1.0
TCS,Mar 2015,0.01,235.4,1.0
TCS,Mar 2016,0.0,929.61,1.0
TCS,Mar 2017,0.0,1009.72,1.0
TCS,Mar 2018,0.0,625.31,1.0
TCS,Mar 2019,0.0,199.53,1.0
TCS,Mar 2020,0.1,45.57,1.0
TCS,Mar 2021,0.09,73.07,1.0
TCS,Mar 2022,0.09,67.67,1.0
TCS,Mar 2023,0.09,76.07,1.0
TCS,Mar 2024,0.09,82.64,1.0
TATASTEEL,Mar 2013,2.01,1.0,1.0
TATASTEEL,Mar 2014,2.01,3.73,1.0
TATASTEEL,Mar 2015,2.57,0.7,1.0
TATASTEEL,Mar 2016,1.87,-0.15,1.0
TATASTEEL,Mar 2017,2.2,2.59,1.0
TATASTEEL,Mar 2018,1.51,3.93,1.0
TATASTEEL,Mar 2019,1.46,3.83,1.0
TATASTEEL,Mar 2020,1.58,2.32,1.0
TATASTEEL,Mar 2021,1.19,4.01,1.0
TATASTEEL,Mar 2022,0.66,11.62,1.0
TATASTEEL,Mar 2023,0.82,5.13,1.0
TATASTEEL,Mar 2024,0.95,2.96,1.0
TECHM,Mar 2013,0.25,13.81,1.0
TECHM,Mar 2014,0.04,52.15,1.0
TECHM,Mar 2015,0.06,60.77,1.0
TECHM,Mar 2016,0.07,43.92,1.0
TECHM,Mar 2017,0.08,32.43,1.0
TECHM,Mar 2018,0.13,29.07,1.0
TECHM,Mar 2019,0.1,47.15,1.0
TECHM,Mar 2020,0.17,28.66,1.0
TECHM,Mar 2021,0.12,39.06,1.0
TECHM,Mar 2022,0.1,49.2,1.0
TECHM,Mar 2023,0.1,23.81,1.0
TECHM,Mar 2024,0.1,11.49,1.0
TATAPOWER,Mar 2013,3.07,2.12,1.0
TATAPOWER,Mar 2014,3.24,2.01,1.0
TATAPOWER,Mar 2015,2.84,1.7,1.0
TATAPOWER,Mar 2016,3.34,0.65,1.0
TATAPOWER,Mar 2017,3.69,1.63,1.0
TATAPOWER,Mar 2018,2.96,0.61,1.0
TATAPOWER,Mar 2019,2.65,0.74,1.0
TATAPOWER,Mar 2020,2.65,1.51,1.0
TATAPOWER,Mar 2021,2.09,1.73,1.0
TATAPOWER,Mar 2022,2.28,1.82,1.0
TATAPOWER,Mar 2023,1.84,1.77,1.0
TATAPOWER,Mar 2024,1.66,2.32,1.0
TATAMOTORS,Mar 2013,1.43,6.91,1.0
TATAMOTORS,Mar 2014,0.92,7.34,1.0
TATAMOTORS,Mar 2015,1.31,8.07,1.0
TATAMOTORS,Mar 2016,0.88,7.85,1.0
TATAMOTORS,Mar 2017,1.35,6.98,1.0
TATAMOTORS,Mar 2018,0.93,6.72,1.0
TATAMOTORS,Mar 2019,1.76,4.28,1.0
TATAMOTORS,Mar 2020,1.98,2.48,1.0
TATAMOTORS,Mar 2021,2.57,3.99,1.0
TATAMOTORS,Mar 2022,3.29,2.65,1.0
TATAMOTORS,Mar 2023,2.96,3.11,1.0
TATAMOTORS,Mar 2024,1.26,5.96,1.0
