company_id,year,Net Profit Margin,Operating Profit Margin,ROE,ROCE,ROA
POWERGRID,Mar 2013,32.97,82.85,16.34,11.33,3.8
POWERGRID,Mar 2013,32.97,82.85,16.34,11.33,3.8
POWERGRID,Mar 2014,29.24,83.36,13.11,10.9,3.21
POWERGRID,Mar 2014,29.24,83.36,13.11,10.9,3.21
POWERGRID,Mar 2015,28.77,85.1,13.13,11.08,3.14
POWERGRID,Mar 2015,28.77,85.1,13.13,11.08,3.14
POWERGRID,Mar 2016,28.85,88.05,13.55,11.92,3.32
POWERGRID,Mar 2016,28.85,88.05,13.55,11.92,3.32
POWERGRID,Mar 2017,29.0,87.36,14.94,13.3,3.81
POWERGRID,Mar 2017,29.0,87.36,14.94,13.3,3.81
POWERGRID,Mar 2018,27.39,86.67,15.07,13.96,3.64
POWERGRID,Mar 2018,27.39,86.67,15.07,13.96,3.64
POWERGRID,Mar 2019,28.62,76.78,16.98,13.1,4.06
POWERGRID,Mar 2019,28.62,76.78,16.98,13.1,4.06
POWERGRID,Mar 2020,29.3,87.13,17.09,15.44,4.31
POWERGRID,Mar 2020,29.3,87.13,17.09,15.44,4.31
POWERGRID,Mar 2021,30.36,88.06,17.21,16.37,4.71
POWERGRID,Mar 2021,30.36,88.06,17.21,16.37,4.71
POWERGRID,Mar 2022,40.42,86.07,22.07,16.98,6.7
POWERGRID,Mar 2022,40.42,86.07,22.07,16.98,6.7
POWERGRID,Mar 2023,33.81,86.78,18.57,18.7,6.11
POWERGRID,Mar 2023,33.81,86.78,18.57,18.7,6.11
POWERGRID,Mar 2024,33.97,86.87,17.87,18.91,6.21
POWERGRID,Mar 2024,33.97,86.87,17.87,18.91,6.21
RECLTD,Mar 2013,28.11,97.33,21.87,10.59,2.94
RECLTD,Mar 2014,27.53,96.67,22.79,11.33,3.1
RECLTD,Mar 2015,26.01,94.41,21.31,11.02,2.91
RECLTD,Mar 2016,23.59,93.04,19.7,11.33,2.75
RECLTD,Mar 2017,25.94,92.24,18.75,11.14,3.0
RECLTD,Mar 2018,19.64,85.09,13.66,8.14,1.84
RECLTD,Mar 2019,22.6,93.3,16.62,8.5,1.92
RECLTD,Mar 2020,16.61,86.7,14.05,8.07,1.43
RECLTD,Mar 2021,23.56,90.74,19.14,8.64,2.09
RECLTD,Mar 2022,25.55,87.68,19.56,8.96,2.44
RECLTD,Mar 2023,28.28,95.29,19.21,8.57,2.4
RECLTD,Mar 2024,29.77,100.77,20.4,9.3,2.58
RELIANCE,Mar 2013,5.27,8.37,11.47,11.46,5.76
RELIANCE,Mar 2014,5.2,8.06,11.35,10.35,5.26
RELIANCE,Mar 2015,6.31,10.0,10.82,9.68,4.69
RELIANCE,Mar 2016,10.95,15.33,12.9,9.8,4.99
RELIANCE,Mar 2017,9.81,15.23,11.31,9.62,4.22
RELIANCE,Mar 2018,9.23,16.46,12.29,12.06,4.45
RELIANCE,Mar 2019,7.01,14.82,10.29,12.13,3.99
RELIANCE,Mar 2020,6.68,14.96,8.88,11.1,3.43
RELIANCE,Mar 2021,11.52,17.33,7.68,8.25,4.07
RELIANCE,Mar 2022,9.77,15.63,8.7,9.88,4.53
RELIANCE,Mar 2023,8.45,16.24,10.35,12.19,4.61
RELIANCE,Mar 2024,8.79,18.07,9.96,12.97,4.5
SBILIFE,Mar 2013,4.24,2.87,23.03,15.61,1.17
SBILIFE,Mar 2014,4.22,2.96,21.69,15.23,1.2
SBILIFE,Mar 2015,3.48,3.39,20.09,19.58,1.1
SBILIFE,Mar 2016,4.37,4.76,17.83,19.44,1.01
SBILIFE,Mar 2017,3.13,3.5,17.2,19.24,0.93
SBILIFE,Mar 2018,3.38,3.91,17.62,20.4,0.94
SBILIFE,Mar 2019,2.98,3.3,17.52,19.46,0.9
SBILIFE,Mar 2020,3.25,3.08,16.26,15.45,0.86
SBILIFE,Mar 2021,1.78,1.06,14.0,8.38,0.64
SBILIFE,Mar 2022,1.81,0.88,12.96,6.28,0.55
SBILIFE,Mar 2023,2.13,0.15,13.22,0.94,0.55
SBILIFE,Mar 2024,1.43,0.19,12.7,1.65,0.48
SHREECEM,Jun 2013,18.53,28.81,26.12,30.42,16.3
SHREECEM,Jun 2014,13.77,24.32,16.71,23.52,10.74
SHREECEM,Jun 2015,6.81,21.47,8.07,21.7,5.33
SHREECEM,Mar 2017,15.58,29.24,17.39,27.95,11.99
SHREECEM,Mar 2018,14.08,25.15,15.56,20.11,9.14
SHREECEM,Mar 2019,8.08,22.28,10.5,22.42,6.55
SHREECEM,Mar 2020,12.0,29.31,11.72,23.11,7.74
SHREECEM,Mar 2021,17.23,30.17,15.18,23.21,10.86
SHREECEM,Mar 2022,8.45,24.72,7.27,18.94,5.34
SHREECEM,Mar 2023,13.27,16.58,12.71,13.86,9.0
SHREECEM,Mar 2024,8.45,22.02,8.37,20.21,6.21
SHRIRAMFIN,Mar 2013,20.87,31.09,19.94,5.35,3.09
SHRIRAMFIN,Mar 2014,16.02,23.58,15.96,4.24,2.59
SHRIRAMFIN,Mar 2015,11.2,18.43,11.09,3.02,1.65
SHRIRAMFIN,Mar 2016,11.43,17.61,11.64,3.04,1.74
SHRIRAMFIN,Mar 2017,11.61,18.09,11.17,3.06,1.7
SHRIRAMFIN,Mar 2018,18.88,28.18,18.62,3.97,2.62
SHRIRAMFIN,Mar 2019,16.58,24.47,16.14,3.66,2.44
SHRIRAMFIN,Mar 2020,15.17,21.53,13.85,3.16,2.2
SHRIRAMFIN,Mar 2021,14.34,19.53,11.51,2.65,1.92
SHRIRAMFIN,Mar 2022,14.13,19.04,10.43,2.6,1.91
SHRIRAMFIN,Mar 2023,19.74,28.86,13.84,4.24,2.86
SHRIRAMFIN,Mar 2024,20.33,28.92,15.12,4.3,2.98
SIEMENS,Sep 2011,7.26,9.8,22.75,30.69,8.54
SIEMENS,Sep 2014,5.65,1.11,13.78,2.72,5.86
SIEMENS,Sep 2015,11.11,9.45,22.94,19.41,11.1
SIEMENS,Sep 2016,26.89,9.42,42.83,14.95,24.31
SIEMENS,Sep 2017,10.28,9.54,14.79,13.73,8.65
SIEMENS,Sep 2018,7.04,10.37,10.86,15.99,6.28
SIEMENS,Sep 2019,8.4,11.39,12.14,16.47,7.16
SIEMENS,Sep 2020,7.73,10.08,8.1,10.57,4.85
SIEMENS,Sep 2021,8.25,11.0,10.52,14.03,6.04
SIEMENS,Sep 2022,9.56,11.53,13.29,15.77,7.67
SIEMENS,Sep 2023,10.03,12.72,14.99,18.75,9.06
SIEMENS,Sep 2024,12.22,13.96,17.7,19.85,10.74
SUNPHARMA,Mar 2013,31.17,42.98,23.14,31.37,17.02
SUNPHARMA,Mar 2014,24.12,43.55,20.94,33.21,13.33
SUNPHARMA,Mar 2015,19.99,28.82,21.36,22.79,11.24
SUNPHARMA,Mar 2016,19.86,28.69,17.15,19.71,10.21
SUNPHARMA,Mar 2017,24.85,31.99,21.41,21.74,12.84
SUNPHARMA,Mar 2018,9.6,21.26,6.63,11.56,3.95
SUNPHARMA,Mar 2019,11.04,21.94,7.75,12.28,4.97
SUNPHARMA,Mar 2020,12.7,21.26,9.22,13.03,6.12
SUNPHARMA,Mar 2021,6.78,25.29,4.89,16.83,3.36
SUNPHARMA,Mar 2022,8.77,26.54,7.06,20.81,4.86
SUNPHARMA,Mar 2023,19.4,26.55,15.2,18.53,10.55
SUNPHARMA,Mar 2024,19.82,26.84,15.09,19.45,11.27
TATACONSUM,Mar 2013,6.05,10.47,9.25,12.42,5.06
TATACONSUM,Mar 2014,6.59,9.72,8.72,10.32,5.15
TATACONSUM,Mar 2015,3.42,9.91,4.97,11.62,2.89
TATACONSUM,Mar 2016,-0.56,5.51,-0.59,4.82,-0.37
TATACONSUM,Mar 2017,6.71,11.67,7.26,11.22,4.76
TATACONSUM,Mar 2018,8.16,12.31,7.91,10.36,5.31
TATACONSUM,Mar 2019,6.3,10.84,6.23,9.28,4.2
TATACONSUM,Mar 2020,4.77,13.41,3.33,8.39,2.49
TATACONSUM,Mar 2021,8.02,13.31,6.4,9.55,4.6
TATACONSUM,Mar 2022,8.17,13.84,6.7,10.38,4.82
TATACONSUM,Mar 2023,9.58,13.47,8.11,10.38,5.8
TATACONSUM,Mar 2024,7.99,15.02,7.57,11.69,4.36
TATAMOTORS,Mar 2013,5.28,13.03,26.51,26.92,5.93
TATAMOTORS,Mar 2014,6.03,14.97,21.42,27.61,6.43
TATAMOTORS,Mar 2015,5.35,14.91,25.01,30.21,5.93
TATAMOTORS,Mar 2016,4.28,14.06,14.79,25.89,4.44
TATAMOTORS,Mar 2017,2.8,10.97,13.02,21.65,2.77
TATAMOTORS,Mar 2018,3.12,10.79,9.53,17.06,2.78
TATAMOTORS,Mar 2019,-9.51,8.17,-47.73,14.83,-9.4
TATAMOTORS,Mar 2020,-4.59,6.89,-18.98,9.57,-3.74
TATAMOTORS,Mar 2021,-5.36,12.93,-24.25,16.36,-3.92
TATAMOTORS,Mar 2022,-4.06,8.88,-25.38,12.94,-3.44
TATAMOTORS,Mar 2023,0.78,9.2,5.94,17.73,0.8
TATAMOTORS,Mar 2024,7.26,13.6,37.46,30.98,8.61
TATAPOWER,Mar 2013,0.37,16.86,1.0,11.14,0.18
TATAPOWER,Mar 2014,0.03,19.36,0.1,13.15,0.02
TATAPOWER,Mar 2015,1.36,18.76,3.19,11.47,0.61
TATAPOWER,Mar 2016,2.66,7.14,6.76,4.17,1.12
TATAPOWER,Mar 2017,3.99,19.84,8.32,8.82,1.33
TATAPOWER,Mar 2018,9.73,8.55,15.92,3.53,3.19
TATAPOWER,Mar 2019,8.72,10.27,14.24,4.6,3.1
TATAPOWER,Mar 2020,4.52,23.36,6.73,9.52,1.47
TATAPOWER,Mar 2021,4.4,21.16,6.45,10.03,1.46
TATAPOWER,Mar 2022,5.04,16.42,9.61,9.55,1.92
TATAPOWER,Mar 2023,6.91,14.02,13.23,9.46,2.97
TATAPOWER,Mar 2024,6.97,17.47,13.23,12.48,3.08
TATASTEEL,Mar 2013,-5.4,2.94,-21.28,3.86,-4.95
TATASTEEL,Mar 2014,2.47,10.89,9.04,13.25,2.14
TATASTEEL,Mar 2015,-2.82,2.44,-12.56,3.04,-2.48
TATASTEEL,Mar 2016,-0.49,-0.61,-1.14,-0.5,-0.28
TATASTEEL,Mar 2017,-3.71,11.7,-11.02,10.88,-2.42
TATASTEEL,Mar 2018,14.4,17.39,29.15,14.01,8.5
TATASTEEL,Mar 2019,5.79,18.59,13.23,17.27,3.92
TATASTEEL,Mar 2020,0.84,12.49,1.6,9.2,0.47
TATASTEEL,Mar 2021,5.24,19.52,11.03,18.74,3.36
TATASTEEL,Mar 2022,17.11,26.02,36.48,33.42,14.78
TATASTEEL,Mar 2023,3.32,13.27,7.83,17.18,2.83
TATASTEEL,Mar 2024,-2.14,9.71,-5.33,12.42,-1.82
TCS,Mar 2013,22.35,28.64,36.52,46.4,27.1
TCS,Mar 2014,23.63,30.75,39.3,50.82,28.93
TCS,Mar 2015,21.19,25.87,39.62,48.01,27.36
TCS,Mar 2016,22.4,28.24,34.24,43.01,27.57
TCS,Mar 2017,22.34,27.39,30.57,37.35,25.76
TCS,Mar 2018,21.02,26.41,30.4,38.09,24.62
TCS,Mar 2019,21.55,26.97,35.29,44.14,27.71
TCS,Mar 2020,20.67,26.83,38.57,45.62,27.01
TCS,Mar 2021,19.83,28.35,37.67,49.4,25.05
TCS,Mar 2022,20.05,27.67,43.13,54.72,27.28
TCS,Mar 2023,18.76,26.28,46.78,60.4,29.61
TCS,Mar 2024,19.14,26.69,50.94,65.27,31.69
TECHM,Mar 2013,19.02,20.69,24.09,20.89,14.55
TECHM,Mar 2013,19.02,20.69,24.09,20.89,14.55
TECHM,Mar 2014,16.29,22.19,33.35,43.71,19.21
TECHM,Mar 2014,16.29,22.19,33.35,43.71,19.21
TECHM,Mar 2015,11.75,18.54,21.71,32.38,13.4
TECHM,Mar 2015,11.75,18.54,21.71,32.38,13.4
TECHM,Mar 2016,11.43,16.08,20.75,27.16,13.44
TECHM,Mar 2016,11.43,16.08,20.75,27.16,13.44
TECHM,Mar 2017,9.78,14.36,17.35,23.5,10.94
TECHM,Mar 2017,9.78,14.36,17.35,23.5,10.94
TECHM,Mar 2018,12.3,15.31,20.09,22.18,12.44
TECHM,Mar 2018,12.3,15.31,20.09,22.18,12.44
TECHM,Mar 2019,12.35,18.05,21.14,28.15,12.82
TECHM,Mar 2019,12.35,18.05,21.14,28.15,12.82
TECHM,Mar 2020,10.57,14.93,17.87,21.59,10.44
TECHM,Mar 2020,10.57,14.93,17.87,21.59,10.44
TECHM,Mar 2021,11.5,17.95,17.51,24.48,10.99
TECHM,Mar 2021,11.5,17.95,17.51,24.48,10.99
TECHM,Mar 2022,12.61,17.96,20.94,27.18,12.68
TECHM,Mar 2022,12.61,17.96,20.94,27.18,12.68
TECHM,Mar 2023,9.11,14.57,17.39,25.32,10.6
TECHM,Mar 2023,9.11,14.57,17.39,25.32,10.6
TECHM,Mar 2024,4.61,8.67,8.99,15.43,5.56
TECHM,Mar 2024,4.61,8.67,8.99,15.43,5.56
TITAN,Mar 2013,7.16,10.02,36.8,51.47,12.32
TITAN,Mar 2014,6.73,9.58,29.13,31.44,12.03
TITAN,Mar 2015,6.85,9.68,26.46,36.21,13.91
TITAN,Mar 2016,5.99,8.33,19.25,25.94,10.64
TITAN,Mar 2017,5.26,8.78,16.47,19.04,8.29
TITAN,Mar 2018,6.84,10.2,21.65,24.24,11.57
TITAN,Mar 2019,7.02,10.08,22.88,23.56,11.86
TITAN,Mar 2020,7.09,11.7,22.39,24.07,11.02
TITAN,Mar 2021,4.5,7.97,12.99,13.13,5.92
TITAN,Mar 2022,7.63,11.61,23.63,20.17,10.37
TITAN,Mar 2023,8.07,12.03,27.63,23.01,12.12
TITAN,Mar 2024,6.84,10.36,37.22,21.24,11.08
TORNTPHARM,Mar 2013,13.58,21.76,30.59,32.96,11.59
TORNTPHARM,Mar 2014,15.92,22.89,34.89,31.47,13.22
TORNTPHARM,Mar 2015,16.2,22.0,30.15,19.5,9.6
TORNTPHARM,Mar 2016,25.92,40.87,49.6,46.75,19.5
TORNTPHARM,Mar 2017,16.06,23.68,21.47,20.07,9.73
TORNTPHARM,Mar 2018,11.39,22.67,14.67,12.17,4.76
TORNTPHARM,Mar 2019,5.68,25.84,9.23,18.42,3.09
TORNTPHARM,Mar 2020,12.91,27.33,21.25,20.46,7.32
TORNTPHARM,Mar 2021,15.64,30.98,21.45,23.15,8.9
TORNTPHARM,Mar 2022,9.13,28.57,13.05,24.25,6.02
TORNTPHARM,Mar 2023,12.94,29.54,20.09,24.57,8.52
TORNTPHARM,Mar 2024,15.44,31.39,24.15,30.96,11.42
TRENT,Mar 2013,-1.27,0.23,-2.19,0.32,-1.22
TRENT,Mar 2014,-0.81,-0.43,-1.92,-0.76,-0.98
TRENT,Mar 2015,5.65,3.85,9.07,5.21,5.85
TRENT,Mar 2016,3.26,5.34,3.76,4.83,2.55
TRENT,Mar 2017,4.69,7.4,5.49,6.91,3.83
TRENT,Mar 2018,4.03,9.64,5.45,10.47,3.72
TRENT,Mar 2019,3.61,9.16,5.77,11.26,3.71
TRENT,Mar 2020,3.04,15.17,4.44,19.68,1.92
TRENT,Mar 2021,-6.98,4.4,-7.83,4.36,-3.16
TRENT,Mar 2022,0.78,13.23,1.48,8.39,0.45
TRENT,Mar 2023,4.78,13.52,15.18,15.78,4.88
TRENT,Mar 2024,11.94,15.93,36.31,33.86,20.62
TVSMOTOR,Mar 2013,2.64,5.83,22.02,22.27,5.86
TVSMOTOR,Mar 2014,2.23,5.87,16.11,26.05,5.15
TVSMOTOR,Mar 2015,3.2,5.9,24.75,24.75,7.18
TVSMOTOR,Mar 2016,3.77,7.2,23.58,28.14,8.34
TVSMOTOR,Mar 2017,4.08,6.99,22.96,24.69,8.31
TVSMOTOR,Mar 2018,4.07,9.61,24.83,16.35,5.04
TVSMOTOR,Mar 2019,3.6,10.73,22.86,17.35,4.34
TVSMOTOR,Mar 2020,3.43,12.01,19.71,15.22,3.36
TVSMOTOR,Mar 2021,3.13,11.49,15.89,13.94,2.78
TVSMOTOR,Mar 2022,3.0,11.31,16.61,13.62,2.72
TVSMOTOR,Mar 2023,4.09,12.59,23.78,14.44,3.74
TVSMOTOR,Mar 2024,4.54,14.05,26.22,16.77,4.23
ULTRACEMCO,Mar 2013,13.1,23.59,17.65,21.44,9.09
ULTRACEMCO,Mar 2014,10.68,19.46,12.88,16.46,6.88
ULTRACEMCO,Mar 2015,9.02,18.99,11.04,15.33,5.52
ULTRACEMCO,Mar 2016,9.86,19.48,11.3,15.05,6.02
ULTRACEMCO,Mar 2017,10.7,20.54,11.13,15.86,6.43
ULTRACEMCO,Mar 2018,7.18,19.84,8.43,13.4,3.89
ULTRACEMCO,Mar 2019,5.79,17.72,7.11,12.43,3.14
ULTRACEMCO,Mar 2020,13.55,21.79,14.73,14.9,7.26
ULTRACEMCO,Mar 2021,12.21,25.86,12.36,17.56,6.34
ULTRACEMCO,Mar 2022,13.94,21.89,14.54,18.65,8.75
ULTRACEMCO,Mar 2023,8.02,16.79,9.34,16.24,5.55
ULTRACEMCO,Mar 2024,9.88,18.29,11.63,18.11,6.95
UNIONBANK,Mar 2013,8.53,1.29,12.39,0.11,0.69
UNIONBANK,Mar 2014,5.74,-3.07,9.05,-0.26,0.48
UNIONBANK,Mar 2015,5.51,-3.03,8.9,-0.26,0.46
UNIONBANK,Mar 2016,4.17,-5.97,5.84,-0.48,0.33
UNIONBANK,Mar 2017,1.75,-14.72,2.38,-1.09,0.13
UNIONBANK,Mar 2018,-15.82,-35.51,-20.64,-2.43,-1.06
UNIONBANK,Mar 2019,-8.52,-25.07,-10.89,-1.76,-0.59
UNIONBANK,Mar 2020,-8.33,-25.41,-9.18,-1.77,-0.56
UNIONBANK,Mar 2021,4.13,-15.97,4.42,-1.06,0.26
UNIONBANK,Mar 2022,7.72,-6.17,7.43,-0.36,0.44
UNIONBANK,Mar 2023,10.49,-3.73,10.8,-0.24,0.66
UNIONBANK,Mar 2024,13.75,4.57,14.14,0.34,0.98
INDIGO,Mar 2013,8.55,90.71,17886.36,54207.79,3026.92
INDIGO,Mar 2014,4.26,96.11,10772.73,58065.22,1354.29
INDIGO,Mar 2015,9.36,86.33,4939.39,39546.05,2137.7
INDIGO,Mar 2016,12.3,80.4,1534.78,9443.96,1013.27
INDIGO,Mar 2017,8.93,88.06,1692.86,10908.0,674.39
INDIGO,Mar 2018,9.74,86.84,2242.0,12981.17,803.58
INDIGO,Mar 2019,0.55,100.53,120.93,13201.84,41.82
INDIGO,Mar 2020,-0.69,88.62,-138.55,12475.2,-58.77
INDIGO,Mar 2021,-42.15,99.98,-1094.15,2554.62,-760.91
INDIGO,Mar 2022,-1.22,97.85,-48.77,3832.78,-34.46
INDIGO,Mar 2023,-0.58,88.02,-40.8,6074.27,-29.85
INDIGO,Mar 2024,11.85,76.3,892.57,5640.88,668.33
